SNID,CIDint,IDSURVEY,TYPE,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_COLOR,HOST_COLOR_ERR,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,mB_corr,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITPROB,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,MU,MUERR_FINAL,PROBCC_BEAMS,biasCor_mu,biasCor_muCOVSCALE,biasCor_muCOVADD,Found
SNPS15cwx,101.0,150.0,1.0,0.03007,0.00011,0.03007,0.00011,0.03086,0.00087,-232.02,250.0,0.15,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.19,0.13,1.54,-999.0,57348.6211,0.0261,-1.4476,0.1089,-0.064,0.025,16.195,0.0439,16.224,0.0059702,0.00024151,-0.0004,-0.0,-0.0,23.0,0.9982,-9.0,-9.0,-9.0,-9.0,-9.0,35.5472,0.1034,0.0,-0.0436,1.0,0.0008,True
SNPS15cze,118.0,150.0,1.0,0.03937,2e-05,0.03891,2e-05,0.04035,0.00087,-414.19,250.0,0.18,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.73,0.3,1.33,-999.0,57364.4375,0.1713,-1.7548,0.2381,0.1204,0.0278,17.6202,0.0489,17.0667,0.0016066,7.2406e-05,0.0009,-0.0,-0.0,21.0,0.0017,-9.0,-9.0,-9.0,-9.0,-9.0,36.3899,0.147,0.0,-0.0853,1.0,0.0122,True
SNPS15mt,135.0,150.0,1.0,0.07085,9e-05,0.07193,9e-05,0.07193,0.0009,-2.23,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.21,0.21,0.62,-999.0,57106.0078,0.411,1.4642,0.3776,-0.1036,0.0276,17.877,0.0357,18.4089,0.0012682,4.1674e-05,0.0027,-0.0,-0.0,14.0,0.7522,-9.0,-9.0,-9.0,-9.0,-9.0,37.7321,0.1017,0.0,0.0078,0.889,0.0,True
SNPS16aer,153.0,150.0,1.0,0.05547,1e-05,0.05668,1e-05,0.05693,0.00088,-71.05,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.76,0.17,0.9,-999.0,57434.1172,0.157,-0.0396,0.2105,0.0342,0.0226,17.834,0.0289,17.8248,0.0013195,3.5137e-05,0.0015,-0.0,-0.0,25.0,0.3542,-9.0,-9.0,-9.0,-9.0,-9.0,37.148,0.1039,0.0,-0.0851,1.0,0.0046,True
SNPS16axi,171.0,150.0,1.0,0.0393,1e-05,0.04056,1e-05,0.04089,0.00087,-93.28,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.53,0.16,1.23,-999.0,57461.2773,0.0155,-0.6738,0.1894,-0.015,0.0244,16.9108,0.0331,16.9342,0.0030881,9.428e-05,0.001,-0.0,-0.0,18.0,0.4198,-9.0,-9.0,-9.0,-9.0,-9.0,36.2574,0.1016,0.0,-0.0664,1.0,0.0024,True
SNPS16ayd,13.0,150.0,1.0,0.05399,1e-05,0.05485,1e-05,0.05469,0.00088,45.73,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.82,0.23,1.2,-999.0,57461.1875,0.42,1.0047,0.2204,-0.13,0.0221,17.1542,0.0287,17.7359,0.0024679,6.5226e-05,0.0012,-0.0,-0.0,22.0,0.5753,-9.0,-9.0,-9.0,-9.0,-9.0,37.0591,0.0739,0.0,0.004,0.821,0.0,True
SNPS16bby,30.0,150.0,1.0,0.05342,8e-05,0.0543,8e-05,0.05468,0.00088,-108.88,250.0,0.1,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.56,0.08,1.03,-999.0,57467.3594,0.2785,-1.1653,0.2746,0.0057,0.0288,17.6706,0.0407,17.5599,0.0015338,5.7476e-05,0.0029,-0.0,-0.0,15.0,0.7686,-9.0,-9.0,-9.0,-9.0,-9.0,36.8831,0.1034,0.0,-0.0757,1.0,0.0029,True
SNPS16bnz,48.0,150.0,1.0,0.0627,0.00021,0.06398,0.00021,0.06446,0.00091,-135.38,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.41,0.34,1.45,-999.0,57487.6562,0.2552,-1.0652,0.2404,-0.1068,0.028,17.6863,0.0345,17.8375,0.0015118,4.8101e-05,0.0019,-0.0,-0.0,17.0,0.7625,-9.0,-9.0,-9.0,-9.0,-9.0,37.1607,0.0905,0.0,-0.0082,0.946,0.0,True
SNPS16cqa,84.0,150.0,1.0,0.04386,1e-05,0.04433,1e-05,0.04521,0.00087,-252.76,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.71,0.14,1.59,-999.0,57545.3398,0.6765,-2.8264,0.4044,0.18,0.0424,18.241,0.069,17.3374,0.000907,5.7605e-05,0.0016,0.0,-0.0,14.0,0.0066,-9.0,-9.0,-9.0,-9.0,-9.0,36.6606,0.194,0.0,-0.0934,1.0,0.0153,True
SNPS16cvc,102.0,150.0,1.0,0.02954,9e-05,0.02844,9e-05,0.02915,0.00086,-206.27,250.0,0.08,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.95,0.14,0.51,-999.0,57564.5938,0.2924,1.2016,0.1321,-0.0934,0.0193,16.0454,0.0312,16.5178,0.0068523,0.00019717,-0.0002,-0.0,-0.0,32.0,0.0487,-9.0,-9.0,-9.0,-9.0,-9.0,35.841,0.1031,0.0,-0.0065,1.0,0.0018,True
SNPS16dnp,119.0,150.0,1.0,0.05127,3e-05,0.04998,3e-05,0.05023,0.00088,-70.97,250.0,0.08,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.23,0.87,0.47,-999.0,57598.4219,0.346,1.031,0.2844,-0.063,0.022,17.2989,0.0312,17.6617,0.0021599,6.2136e-05,0.0015,-0.0,-0.0,19.0,0.1412,-9.0,-9.0,-9.0,-9.0,-9.0,36.9849,0.0936,0.0,-0.0191,1.0,0.0017,True
SNPS16el,136.0,150.0,1.0,0.04781,1e-05,0.04896,1e-05,0.0494,0.00087,-126.33,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.21,0.13,1.04,-999.0,57395.1289,0.2265,-0.9979,0.1803,-0.0324,0.0246,17.3411,0.0309,17.3588,0.0020777,5.9055e-05,-0.0,-0.0,-0.0,17.0,0.6027,-9.0,-9.0,-9.0,-9.0,-9.0,36.682,0.0928,0.0,-0.0586,1.0,0.001,True
SNPS16em,154.0,150.0,1.0,0.06982,0.00017,0.07113,0.00017,0.07083,0.00091,84.91,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.4,0.15,1.08,-999.0,57386.8828,0.8783,-0.9804,0.1931,0.165,0.0531,18.7629,0.0872,18.2199,0.00056086,4.5028e-05,-0.0023,0.0,-0.0,31.0,0.6864,-9.0,-9.0,-9.0,-9.0,-9.0,37.5431,0.151,0.0,-0.1106,1.0,0.0108,True
SNPS16evk,172.0,150.0,1.0,0.05447,1e-05,0.0532,1e-05,0.05262,0.00088,165.11,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.14,0.12,1.38,-999.0,57695.3398,0.6438,1.3994,0.317,-0.0104,0.0265,17.4209,0.0408,17.7577,0.0019304,7.2518e-05,0.002,-0.0,-0.0,10.0,0.4242,-9.0,-9.0,-9.0,-9.0,-9.0,37.0809,0.107,0.0,-0.0605,1.0,0.0021,True
SNPS16fa,14.0,150.0,1.0,0.04611,1e-05,0.04734,1e-05,0.0476,0.00087,-74.09,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.6,0.11,0.9,-999.0,57400.4727,0.2595,-0.6071,0.1202,0.0193,0.0183,17.4406,0.0217,17.3815,0.0018956,3.7963e-05,-0.0001,-0.0,-0.0,25.0,0.9235,-9.0,-9.0,-9.0,-9.0,-9.0,36.7047,0.101,0.0,-0.0799,1.0,0.0041,True
SNPS16fbb,31.0,150.0,1.0,0.0525,0.0001,0.05139,0.0001,0.05106,0.00088,91.74,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.18,0.16,0.53,-999.0,57719.5898,0.198,0.4393,0.2181,-0.0502,0.0247,17.2858,0.0307,17.526,0.0021861,6.1713e-05,0.0008,-0.0,-0.0,21.0,0.1051,-9.0,-9.0,-9.0,-9.0,-9.0,36.8492,0.0987,0.0,-0.0318,1.0,0.0019,True
SNPS16n,49.0,150.0,1.0,0.05273,2e-05,0.05268,2e-05,0.05309,0.00088,-119.13,250.0,0.07,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.17,0.04,1.26,-999.0,57392.5977,0.2417,-0.0033,0.1769,-0.0524,0.026,17.4285,0.0368,17.6573,0.001917,6.4986e-05,0.0008,-0.0,-0.0,25.0,0.1057,-9.0,-9.0,-9.0,-9.0,-9.0,36.9805,0.0831,0.0,-0.0474,0.907,0.0,True
SNPS17akj,67.0,150.0,1.0,0.04681,1e-05,0.0478,1e-05,0.04777,0.00087,8.61,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.11,0.22,0.32,-999.0,57798.8125,0.3103,1.3809,0.2243,-0.0428,0.0229,16.9926,0.0297,17.3492,0.002864,7.8342e-05,0.0,-0.0,-0.0,10.0,0.1038,-9.0,-9.0,-9.0,-9.0,-9.0,36.6724,0.1043,0.0,-0.0197,1.0,0.0022,True
SNPS17bii,85.0,150.0,1.0,0.07339,2e-05,0.07467,2e-05,0.07446,0.0009,58.34,250.0,0.07,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.57,0.1,1.07,-999.0,57812.2031,0.3425,-0.8764,0.2564,-0.0179,0.0362,18.1403,0.0481,18.14,0.00099511,4.4096e-05,0.0009,-0.0,-0.0,15.0,0.2239,-9.0,-9.0,-9.0,-9.0,-9.0,37.4632,0.1058,0.0,-0.066,0.935,0.0,True
SNPS17tn,103.0,150.0,1.0,0.0447,1e-05,0.04549,1e-05,0.0459,0.00087,-116.66,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.31,0.09,1.55,-999.0,57785.8125,0.1152,-0.5191,0.1279,0.0697,0.0205,17.3467,0.0261,17.1518,0.0020668,4.9678e-05,0.0005,-0.0,-0.0,34.0,0.7946,-9.0,-9.0,-9.0,-9.0,-9.0,36.475,0.1216,0.0,-0.0871,1.0,0.0084,True
SNPS17yt,120.0,150.0,1.0,0.06976,2e-05,0.07046,2e-05,0.07073,0.00089,-73.43,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.17,0.14,0.97,-999.0,57786.7734,0.1708,0.0374,0.2052,-0.121,0.0241,17.7919,0.0329,18.1962,0.0013717,4.1537e-05,0.0009,-0.0,-0.0,44.0,0.9493,-9.0,-9.0,-9.0,-9.0,-9.0,37.5194,0.0704,0.0,-0.0024,0.721,0.0,True
SNPSNJ0153424,155.0,150.0,1.0,0.02565,1e-05,0.02474,1e-05,0.02556,0.00085,-237.62,250.0,0.05,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.65,0.14,1.02,-999.0,57393.6289,0.1308,-0.3973,0.1042,0.1077,0.0196,16.2316,0.0257,15.9297,0.0057724,0.00013652,0.0003,-0.0,-0.0,21.0,0.7127,-9.0,-9.0,-9.0,-9.0,-9.0,35.2529,0.1471,0.0,-0.0791,1.0,0.0117,True
SNPSNJ0859349,32.0,150.0,1.0,0.02812,1e-05,0.02874,1e-05,0.02938,0.00086,-185.72,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.35,0.08,0.76,-999.0,57099.0938,0.2586,-0.7746,0.1381,0.0942,0.0195,16.5328,0.025,16.2166,0.0043739,0.00010069,0.0006,-0.0,-0.0,28.0,0.6803,-9.0,-9.0,-9.0,-9.0,-9.0,35.5399,0.1395,0.0,-0.0834,1.0,0.0108,True
SNPSNJ1204051,50.0,150.0,1.0,0.04385,1e-05,0.04502,1e-05,0.04545,0.00087,-123.44,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.35,0.09,0.73,-999.0,57170.3359,0.446,1.3891,0.2305,0.0219,0.021,17.0792,0.0268,17.3219,0.0026444,6.5341e-05,0.0007,-0.0,-0.0,14.0,0.0774,-9.0,-9.0,-9.0,-9.0,-9.0,36.6451,0.1094,0.0,-0.0687,1.0,0.0044,True
SNPSNJ2352371,104.0,150.0,1.0,0.02648,1e-05,0.02525,1e-05,0.02596,0.00085,-208.22,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.71,0.03,1.65,-999.0,57284.6367,0.4171,-2.1172,0.184,0.0186,0.0256,16.4445,0.0324,16.1367,0.0047446,0.00014154,0.0005,-0.0,-0.0,17.0,0.0156,-9.0,-9.0,-9.0,-9.0,-9.0,35.4599,0.1268,0.0,-0.0719,1.0,0.0047,True
SNPTSS17-niq,138.0,150.0,1.0,0.06828,1e-05,0.0691,1e-05,0.06897,0.00089,35.46,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.97,0.38,1.55,-999.0,57842.7305,0.3189,-0.6978,0.1919,-0.0335,0.0282,17.9957,0.0372,18.0616,0.0011369,3.8914e-05,0.0009,-0.0,-0.0,19.0,0.4568,-9.0,-9.0,-9.0,-9.0,-9.0,37.3848,0.0827,0.0,-0.0551,0.87,0.0,True
SNSN2016aqb,156.0,150.0,1.0,0.06289,4e-05,0.06419,4e-05,0.06384,0.00089,100.7,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.14,0.1,0.64,-999.0,57450.6367,0.3071,0.8024,0.2577,-0.0958,0.0228,17.4172,0.0287,17.8854,0.001937,5.1171e-05,0.0015,-0.0,-0.0,23.0,0.9957,-9.0,-9.0,-9.0,-9.0,-9.0,37.2086,0.0739,0.0,-0.0217,0.785,0.0,True
SNSN2016ayg,174.0,150.0,1.0,0.04269,0.00012,0.04328,0.00012,0.04349,0.00088,-60.56,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.39,0.09,0.92,-999.0,57467.6484,0.1705,-0.1031,0.1685,-0.1105,0.0218,16.9169,0.0281,17.2296,0.0030708,7.9614e-05,0.0005,-0.0,-0.0,13.0,0.055,-9.0,-9.0,-9.0,-9.0,-9.0,36.5529,0.0935,0.0,-0.0036,1.0,0.0014,True
SNSN2016esh,33.0,150.0,1.0,0.04457,3e-05,0.04488,3e-05,0.04583,0.00087,-273.17,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.87,0.14,1.36,-999.0,57613.5039,0.2845,-0.8867,0.2778,-0.1334,0.0282,16.839,0.036,17.0814,0.003299,0.00010925,0.0026,-0.0,-0.0,10.0,0.2288,-9.0,-9.0,-9.0,-9.0,-9.0,36.4046,0.0991,0.0,0.012,1.0,0.0009,True
SNSN2016glp,69.0,150.0,1.0,0.08493,0.00012,0.08366,0.00012,0.0841,0.00091,-122.0,250.0,0.05,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.31,0.07,0.92,-999.0,57658.5977,0.2086,1.3113,0.3132,0.1541,0.037,18.8947,0.0561,18.7469,0.00049671,2.5659e-05,0.0031,-0.0,-0.0,30.0,0.0061,-9.0,-9.0,-9.0,-9.0,-9.0,38.0701,0.129,0.0,-0.103,1.0,0.0073,True
SNSN2016glz,87.0,150.0,1.0,0.04099,7e-05,0.03975,7e-05,0.04077,0.00087,-294.35,250.0,0.07,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.81,0.18,1.01,-999.0,57664.5742,0.4417,1.1386,0.2077,-0.024,0.0219,16.6046,0.0301,16.8749,0.0040942,0.00011359,0.0009,-0.0,-0.0,17.0,0.744,-9.0,-9.0,-9.0,-9.0,-9.0,36.1981,0.1065,0.0,-0.031,1.0,0.0042,True
SNSN2016gmb,105.0,150.0,1.0,0.05827,8e-05,0.05708,8e-05,0.0583,0.00089,-343.7,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.37,0.13,0.75,-999.0,57656.918,0.8127,1.2026,0.2994,-0.0815,0.0336,17.3421,0.0592,17.7761,0.0020758,0.00011315,0.0003,-0.0,-0.0,11.0,0.9276,-9.0,-9.0,-9.0,-9.0,-9.0,37.0993,0.1051,0.0,-0.0053,1.0,0.0011,True
SNSN2016grz,122.0,150.0,1.0,0.08748,0.0005,0.08656,0.0005,0.08704,0.00103,-133.26,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.27,0.15,1.12,-999.0,57669.543,0.7758,1.602,0.4713,0.0416,0.0337,18.629,0.0451,18.7757,0.00063448,2.6352e-05,0.0061,-0.0,-0.0,16.0,0.159,-9.0,-9.0,-9.0,-9.0,-9.0,38.0989,0.121,0.0,-0.0374,1.0,0.005,True
SNSN2016hhv,139.0,150.0,1.0,0.06194,0.00014,0.06067,0.00014,0.06121,0.0009,-151.97,250.0,0.05,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.96,0.12,1.24,-999.0,57692.8516,1.1056,-0.7334,0.4187,-0.1477,0.0459,17.6687,0.0753,18.0181,0.0015364,0.00010653,-0.0078,0.0,-0.0,8.0,0.5932,-9.0,-9.0,-9.0,-9.0,-9.0,37.3413,0.1216,0.0,0.012,0.767,0.0,True
SNSN2016hpx,157.0,150.0,1.0,0.03338,0.00046,0.0337,0.00046,0.03282,0.00098,254.85,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.59,0.05,0.62,-999.0,57703.8828,0.2107,0.7788,0.1441,-0.0205,0.025,16.2068,0.0359,16.4084,0.0059059,0.00019524,0.0008,-0.0,-0.0,14.0,0.3805,-9.0,-9.0,-9.0,-9.0,-9.0,35.7316,0.1135,0.0,-0.0312,1.0,0.0046,True
SNSN2016ixf,175.0,150.0,1.0,0.06602,0.00011,0.06723,0.00011,0.06711,0.0009,32.32,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.59,0.03,0.92,-999.0,57742.9961,0.8525,0.7045,0.3309,-0.0999,0.0328,17.8042,0.0502,18.2156,0.0013562,6.2739e-05,-0.0013,0.0,-0.0,11.0,0.0464,-9.0,-9.0,-9.0,-9.0,-9.0,37.5388,0.11,0.0,-0.0054,0.937,0.0,True
SNSN2017cii,15.0,150.0,1.0,0.03323,1e-05,0.03337,1e-05,0.03289,0.00086,138.77,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.32,0.17,0.62,-999.0,57837.4336,0.6021,0.4862,0.1705,-0.0877,0.0226,16.2875,0.0407,16.6334,0.0054826,0.00020539,-0.0006,0.0,-0.0,14.0,0.4039,-9.0,-9.0,-9.0,-9.0,-9.0,35.9567,0.1025,0.0,-0.0129,1.0,0.0019,True
SNSN2017cjv,52.0,150.0,1.0,0.05953,0.00014,0.06079,0.00014,0.06092,0.0009,-37.28,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.72,0.19,1.45,-999.0,57839.9883,0.7264,-1.1511,0.2433,-0.1237,0.0294,17.6706,0.0394,17.8956,0.0015337,5.5708e-05,-0.0015,0.0,-0.0,23.0,0.1313,-9.0,-9.0,-9.0,-9.0,-9.0,37.2189,0.0896,0.0,-0.0056,0.782,0.0,True
SNSN2017ckx,70.0,150.0,1.0,0.02716,0.0,0.02779,0.0,0.02858,0.00086,-229.77,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.33,0.06,1.14,-999.0,57846.9961,0.4251,1.487,0.2374,0.0153,0.0259,16.0276,0.0349,16.2996,0.0069654,0.00022415,0.0009,-0.0,-0.0,8.0,0.5028,-9.0,-9.0,-9.0,-9.0,-9.0,35.6228,0.1261,0.0,-0.0615,1.0,0.0045,True
SNSN2017coa,88.0,150.0,1.0,0.04,0.003,0.04045,0.003,0.04095,0.00312,-143.56,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.34,0.06,2.29,-999.0,57848.9375,0.4844,0.9624,0.264,-0.0082,0.0266,16.9882,0.037,17.1836,0.0028757,9.7995e-05,0.0012,-0.0,-0.0,10.0,0.5637,-9.0,-9.0,-9.0,-9.0,-9.0,36.5069,0.1214,0.0,-0.0337,1.0,0.0055,True
SNSN2017cpu,106.0,150.0,1.0,0.0544,1e-05,0.05529,1e-05,0.05502,0.00088,78.29,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.03,0.2,2.17,-999.0,57847.7383,0.4859,0.8759,0.2563,-0.0668,0.0236,17.0999,0.031,17.5076,0.0025943,7.4145e-05,0.0011,-0.0,-0.0,14.0,0.3778,-9.0,-9.0,-9.0,-9.0,-9.0,36.8308,0.0872,0.0,-0.0396,0.878,0.0,True
SNSN2017hn,123.0,150.0,1.0,0.02385,1e-05,0.02492,1e-05,0.02557,0.00085,-189.32,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.58,0.1,1.23,-999.0,57768.2148,0.4098,0.7842,0.2054,-0.01,0.0235,15.6523,0.031,15.8835,0.0098421,0.00028087,0.0006,-0.0,-0.0,8.0,0.8621,-9.0,-9.0,-9.0,-9.0,-9.0,35.2067,0.1183,0.0,-0.055,1.0,0.0029,True
SNSN2017mf,158.0,150.0,1.0,0.02561,1e-05,0.02618,1e-05,0.02598,0.00086,59.01,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.57,0.07,0.84,-999.0,57779.0625,0.4538,0.0601,0.2074,0.0217,0.0216,16.0368,0.0282,16.0684,0.0069068,0.00017913,0.001,-0.0,-0.0,9.0,0.7283,-9.0,-9.0,-9.0,-9.0,-9.0,35.3916,0.1237,0.0,-0.0707,1.0,0.005,True
SNSN2017ms,176.0,150.0,1.0,0.02448,1e-05,0.02538,1e-05,0.02591,0.00086,-156.12,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.08,0.11,0.79,-999.0,57782.3438,0.0307,0.7902,0.2636,-0.1164,0.0232,15.547,0.0266,16.0189,0.010844,0.00026579,0.0007,-0.0,-0.0,8.0,0.0257,-9.0,-9.0,-9.0,-9.0,-9.0,35.3421,0.116,0.0,-0.0007,1.0,0.0014,True
SNiPTF17dz,81.0,150.0,1.0,0.092,0.01,0.09284,0.01,0.09293,0.01004,-26.35,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.87,0.38,2.27,-999.0,57767.3594,1.2266,1.5919,0.9491,0.0752,0.1079,18.9832,0.2087,19.0198,0.00045783,8.8021e-05,0.0444,-0.0,-0.0,13.0,0.5025,-9.0,-9.0,-9.0,-9.0,-9.0,38.343,0.2873,0.0,-0.0336,1.0,0.0052,True
SNnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
